ID	WC_TA	RE_TA	EBIT_TA	MVE_BVTD	S_TA	Industry	Rating
79272	0.259	0.274	0.072	2.051	0.376	6	A
76170	0.065	0.154	0.044	1.057	0.217	5	BBB
74593	0.024	0.024	0.044	0.461	0.17	10	BB
58663	0.11	-0.018	0.057	0.26	0.121	5	BB
42152	0.102	0.296	0.045	1.555	0.417	8	A
62991	-0.058	0.131	0.007	1.733	0.336	6	A
40653	0.197	0.3	0.067	2.135	0.24	6	AA
82387	0.35	0.38	0.082	1.385	0.152	8	A
68179	0.229	0.347	0.062	1.171	0.321	7	A
75214	0.323	0.691	0.085	9.96	0.866	7	AAA
40293	0.087	0.105	0.047	0.871	0.145	5	BB
82996	0.167	0.026	0.053	0.644	0.157	7	BBB
63691	-0.001	-0.152	0.043	0.213	0.078	5	BB
47960	0.246	0.525	0.059	4.904	0.72	12	AAA
58308	0.114	0.14	0.047	0.531	0.143	8	BB
84977	0.21	0.435	0.065	2.955	0.407	10	AA
73888	0.157	0.536	0.051	8.69	1.098	2	AAA
80744	0.213	0.235	0.059	0.963	0.205	5	BBB
74663	0.074	0.241	0.05	2.452	0.322	1	A
33657	0.024	0.139	0.046	0.952	0.228	1	BBB
50115	0.473	0.562	0.097	1.493	0.172	8	A
50890	0.226	0.219	0.069	0.43	0.115	5	BB
80960	0.005	0.067	0.035	1.462	0.381	4	BBB
37871	0.025	0.135	0.037	1.394	0.312	6	BBB
40369	0.729	1.467	0.147	37.147	1.283	5	AAA
67698	0.078	0.118	0.057	0.372	0.129	4	B
49503	0.041	-0.043	0.048	0.153	0.086	12	B
43314	0.113	0.297	0.059	1.558	0.196	4	BBB
50080	0.226	0.239	0.066	0.598	0.118	10	BB
59210	0.082	0.133	0.052	0.883	0.25	12	BBB
44397	0.074	0.167	0.05	1.584	0.37	10	BBB
71854	0.085	0.23	0.043	2.189	0.338	9	A
63975	0.164	0.243	0.062	0.741	0.204	1	BBB
81820	0.283	0.39	0.07	2.652	0.333	10	A
47145	-0.064	-0.096	0.009	0.545	0.12	2	B
72836	0.248	0.473	0.064	4.345	0.388	2	AAA
35085	0.048	0.045	0.041	0.77	0.224	12	BB
76971	0.253	0.54	0.071	4.444	0.644	6	AAA
53389	0.004	0.122	0.035	0.75	0.186	5	BB
35140	0.48	0.434	0.085	0.899	0.229	1	BBB
65707	0.044	0.136	0.038	0.674	0.171	5	BB
45799	0.13	0.226	0.055	1.083	0.194	9	BBB
45188	-0.065	-0.496	0.019	0.154	0.104	3	B
38542	0.247	0.235	0.055	0.928	0.228	5	BBB
37251	0.155	0.243	0.056	1.331	0.384	2	BBB
76709	-0.098	-0.279	0.021	0.166	0.095	1	B
33911	0.611	0.837	0.144	7.137	0.903	5	AAA
74877	0.157	0.373	0.05	4.66	0.495	10	AAA
78004	0.26	0.215	0.069	0.454	0.14	1	BB
33074	0.037	0.051	0.039	0.276	0.116	4	B
53919	0.05	0.205	0.044	1.472	0.318	2	BBB
35557	0.458	0.515	0.108	1.87	0.173	2	A
60539	0.078	-0.362	0.035	0.065	0.08	10	CCC
46534	0.495	0.66	0.105	1.317	0.225	11	A
80722	0.066	-0.051	0.047	0.257	0.09	8	BB
55609	0.093	0.265	0.054	1.091	0.231	3	BBB
76339	0.127	0.314	0.055	1.71	0.319	5	A
43009	0.257	0.214	0.074	0.461	0.127	4	BB
68731	0.061	0.067	0.044	0.577	0.166	6	BB
59718	0.366	0.348	0.075	1.212	0.278	9	BBB
33693	0.192	0.292	0.057	0.896	0.225	3	BBB
46230	0.035	0.085	0.038	0.75	0.173	10	BB
44344	0.013	-0.077	0.034	0.355	0.122	10	B
82285	0.022	0.217	0.034	2.643	0.402	1	AA
54176	0.018	0.018	0.037	0.763	0.391	9	BB
64369	0.244	0.422	0.065	1.67	0.289	5	A
58193	0.09	0.25	0.052	1.198	0.331	3	BBB
50634	0.216	-0.001	0.052	0.865	0.163	2	BB
46884	0.411	0.799	0.087	12.291	0.856	11	AAA
50935	0.015	0.122	0.04	0.871	0.264	2	BBB
78943	0.096	0.257	0.053	0.968	0.251	11	BBB
60037	0.204	0.205	0.058	0.83	0.259	2	BB
77263	0.235	0.227	0.068	0.557	0.148	2	BB
45039	0.163	0.178	0.056	0.789	0.257	1	BBB
42201	0.022	0.245	0.038	1.643	0.409	3	BBB
60288	0.289	0.537	0.068	5.199	0.579	2	AAA
66882	0.027	0.212	0.035	1.596	0.278	9	A
55848	0.008	0.147	0.03	2.762	0.576	10	A
66877	0.398	0.246	0.1	0.319	0.112	8	BB
51083	0.214	0.331	0.071	0.901	0.242	2	BBB
61847	0.22	0.455	0.062	4.509	0.449	12	AAA
68997	0.302	0.465	0.065	2.439	0.404	4	A
62325	0.296	0.431	0.061	2.398	0.569	12	AA
65244	0.076	0.156	0.05	1.519	0.337	8	BBB
52268	0.266	0.441	0.068	2.248	0.299	7	A
59626	-0.034	-0.002	0.03	0.756	0.22	1	BB
32813	-0.001	0.127	0.029	1.218	0.257	1	BBB
74472	0.003	0.011	0.032	0.487	0.152	5	B
64409	0.038	0.212	0.037	1.996	0.382	12	A
58347	0.344	0.402	0.075	1.602	0.216	9	A
53458	0.174	0.23	0.047	1.323	0.288	8	BBB
66644	0.115	0.025	0.047	0.461	0.188	11	BB
47794	0.247	0.389	0.066	3.656	0.694	11	AAA
51438	-0.006	-0.017	0.039	0.5	0.13	11	BB
71090	0.342	0.431	0.081	1.152	0.259	10	BBB
73777	0.702	1.188	0.175	10.03	0.573	9	AAA
44394	0.003	0.135	0.036	1.722	0.393	8	A
46978	0.028	0.298	0.051	2.615	0.518	6	AA
47028	-0.081	0.516	0.012	21.863	1.733	2	AAA
54757	0.134	0.241	0.059	0.941	0.255	9	BB
59486	0.272	0.254	0.073	1.159	0.326	7	BBB
41036	0.377	0.509	0.078	1.861	0.29	9	A
41346	0.053	0.207	0.037	2.406	0.384	10	A
57640	0.153	0.189	0.055	0.723	0.151	3	BBB
63412	-0.135	-1.8	0	0.076	0.071	2	CCC
69000	0.059	0.221	0.045	2.007	0.396	3	AA
66298	0.088	0.122	0.052	0.331	0.175	2	BB
46490	0.258	0.524	0.06	5.767	0.838	9	AAA
73441	-0.012	-0.616	0.022	0.041	0.05	9	CCC
38962	0.285	0.468	0.071	2.376	0.423	8	AA
59053	0.16	0.226	0.061	0.988	0.253	4	BB
75373	0.358	0.618	0.093	3.114	0.473	1	AA
40453	0.149	0.491	0.05	7.743	0.947	7	AAA
58094	0.12	0.267	0.058	1.978	0.234	4	A
69310	0.057	0.028	0.049	0.343	0.115	6	BB
38427	0.123	0.087	0.049	0.74	0.204	10	BB
38502	0.037	0.001	0.038	0.562	0.177	2	B
46764	0.3	0.513	0.066	1.705	0.297	1	A
48369	0.232	0.585	0.064	4.554	0.534	11	AAA
46826	0.102	0.284	0.053	2.707	0.351	8	AA
53256	-0.136	-0.024	-0.01	2.221	0.306	9	A
84733	0.177	0.207	0.059	0.815	0.26	5	BBB
47538	0.209	0.262	0.071	1.723	0.282	8	A
39944	0.111	0.193	0.039	0.804	0.267	8	BBB
65953	0.487	0.636	0.099	1.717	0.312	12	A
68172	-0.726	-3.067	-0.029	0.029	0.056	1	CCC
40159	0.061	0.14	0.046	0.722	0.123	9	BB
32877	0.455	0.515	0.089	0.973	0.194	10	BB
37972	-0.027	0.016	0.027	0.521	0.156	3	BB
44880	0.074	0.099	0.05	0.425	0.12	7	BB
67108	0.049	0.19	0.042	1.345	0.225	8	BBB
55557	0.141	0.167	0.058	0.586	0.162	7	BB
53024	0.21	0.355	0.057	2.197	0.376	3	A
66464	0.305	0.569	0.052	4.635	0.56	3	AAA
32602	0.22	0.216	0.063	0.57	0.175	10	BB
53965	0.051	0.196	0.044	1.051	0.281	2	BBB
44998	0.068	0.087	0.043	0.861	0.271	8	BBB
76274	0.387	0.336	0.079	0.366	0.092	5	BBB
61715	0.059	0.269	0.027	2.23	0.368	6	AA
78490	-0.011	-0.01	0.033	0.642	0.171	4	BB
53360	0.022	0.075	0.035	0.674	0.193	8	BBB
67971	0.111	0.242	0.051	1.206	0.208	3	BBB
67846	0.038	0.104	0.039	0.667	0.251	6	BB
83820	0.088	0.252	0.048	1.466	0.255	10	BBB
68662	0.055	0.12	0.051	0.473	0.114	1	B
69875	0.068	0.128	0.043	0.624	0.163	2	BBB
58836	-0.052	0.169	0.002	2.586	0.546	4	A
66291	0.24	0.456	0.063	4.622	0.599	10	AAA
78761	0.097	0.195	0.054	0.534	0.157	12	BB
77177	0.059	0.132	0.05	0.858	0.174	2	BBB
65577	0.331	0.307	0.07	1.171	0.231	9	BBB
59409	0.029	0.047	0.032	0.381	0.118	9	B
80878	0.233	0.21	0.067	0.356	0.125	6	BB
69829	0.198	0.231	0.059	1.428	0.336	10	BBB
46219	0.163	0.322	0.062	1.113	0.26	10	BBB
65951	0.093	0.23	0.048	1.448	0.262	10	BBB
53617	0.153	0.257	0.052	1.275	0.269	2	BBB
68367	0.188	0.08	0.056	0.313	0.114	12	BB
61173	0.033	0.035	0.04	0.488	0.167	9	B
67557	-0.117	-0.296	0.011	0.199	0.145	11	B
81869	0.238	0.401	0.073	3.836	0.466	2	AAA
53305	0.289	0.738	0.075	17.802	1.007	6	AAA
65382	0.229	0.245	0.065	0.9	0.226	1	BBB
78108	0.069	0.135	0.056	1.188	0.249	7	BBB
83934	0.246	0.337	0.059	2.516	0.29	8	AA
41123	0.475	0.615	0.097	3.592	0.598	10	AAA
65248	-0.051	-0.729	0.031	0.052	0.055	12	CCC
81573	0.341	0.507	0.083	0.781	0.285	8	BBB
57199	-0.035	-0.124	0.025	0.539	0.139	4	B
77166	0.005	-0.082	0.037	0.269	0.18	12	BB
53078	0.192	0.446	0.054	5.195	0.888	10	AAA
37376	0.279	0.468	0.072	1.681	0.272	4	A
58678	-0.199	-0.597	-0.013	0.287	0.116	8	B
73644	0.084	0.173	0.045	0.598	0.211	7	BB
40329	0.164	0.314	0.058	1.397	0.278	8	BBB
57715	0.2	0.273	0.066	0.856	0.175	1	BB
83202	0.266	0.293	0.067	0.834	0.208	10	BB
38119	-0.019	-0.054	0.033	0.21	0.107	8	CCC
38930	0.14	0.385	0.049	4.863	0.927	8	AAA
53967	-0.042	0.088	0.021	0.661	0.301	4	BB
37180	0.024	0.017	0.037	0.314	0.123	12	B
56123	0.031	0.265	0.04	3.236	0.609	10	AA
62715	0.308	0.506	0.072	4.943	0.761	9	AAA
73631	0.122	0.225	0.04	3.562	0.504	10	AA
38477	0.236	0.243	0.057	1.017	0.223	11	BBB
77133	0.045	0.275	0.045	3.017	0.316	7	AA
69353	0.145	0.295	0.058	2.342	0.276	5	AA
44325	0.217	0.523	0.062	7.821	0.919	10	AAA
45531	0.234	0.245	0.062	1.068	0.238	8	BB
33025	0.52	0.877	0.108	12.838	0.476	1	AAA
50717	0.056	0.086	0.049	0.545	0.138	8	BBB
64420	0.019	0.172	0.038	0.997	0.199	11	BBB
69749	0.396	0.729	0.084	5.369	0.628	1	AAA
74393	0.087	0.141	0.048	1.058	0.229	7	BBB
65799	0.216	0.275	0.062	0.758	0.182	9	BBB
80084	-0.087	-0.25	0.009	0.702	0.183	9	B
44465	-0.019	0.013	0.029	1.045	0.386	5	BB
35978	0.281	0.371	0.07	0.741	0.198	6	BBB
81249	0.739	1.445	0.174	32.783	1.076	9	AAA
57695	0.385	0.487	0.093	1.228	0.19	8	BBB
79989	0.036	0.075	0.033	0.767	0.257	8	BBB
69349	0.193	0.42	0.046	1.468	0.295	3	A
50325	0.003	0.012	0.034	0.462	0.159	2	BB
66834	0.061	0.089	0.041	0.521	0.139	11	BBB
44444	0.482	0.898	0.116	15.833	1.124	9	AAA
39224	0.038	0.274	0.04	1.405	0.448	2	BBB
41590	-0.03	-0.11	0.023	0.444	0.188	5	BB
61312	0.659	0.905	0.153	1.941	0.101	12	AAA
50630	0.085	0.332	0.047	1.783	0.261	4	A
80635	0.251	0.43	0.072	2.626	0.42	12	AA
39041	0.454	0.606	0.095	1.044	0.221	11	A
39603	0.282	0.232	0.067	0.658	0.138	7	BBB
80826	-0.003	0.149	0.028	1.927	0.254	5	A
55615	0.363	0.131	0.07	0.286	0.099	11	BB
52427	0.057	0.079	0.04	0.695	0.222	1	BB
34330	-0.007	0.158	0.025	3.473	0.488	4	AA
48208	0.022	0.078	0.042	0.471	0.127	6	BB
45067	0.083	0.189	0.043	0.805	0.238	10	BBB
53467	0.084	0.405	0.053	3.887	0.561	7	AAA
44331	0.018	0.17	0.031	2.683	0.615	3	AA
83329	0.096	0.12	0.06	0.992	0.305	8	BBB
59909	0.068	0.392	0.04	4.933	0.457	10	AAA
74728	0.282	0.565	0.065	5.771	0.732	4	AAA
65347	0.157	0.242	0.057	0.893	0.217	6	BBB
42389	0.196	0.232	0.066	1.162	0.328	9	BB
63284	0.452	0.701	0.101	4.098	0.489	12	AAA
51749	-0.04	-0.223	0.023	0.364	0.122	10	CCC
53330	0.283	0.715	0.069	9.612	1.066	11	AAA
63894	-0.013	0.045	0.035	0.269	0.145	11	BB
50281	0.307	0.3	0.065	0.776	0.211	7	BBB
81672	0.31	0.402	0.07	2.148	0.336	7	A
46731	0.043	0.108	0.038	0.653	0.236	1	BB
53819	0.036	0.144	0.038	0.744	0.195	3	BBB
34365	0.046	0.164	0.042	0.908	0.207	4	BB
50820	-0.1	-0.703	0.025	0.066	0.06	5	CCC
78691	0.19	0.361	0.058	2.771	0.507	1	AA
69779	-0.067	-0.441	0.004	0.258	0.092	7	CCC
38331	0.049	0.143	0.045	1.105	0.176	11	BBB
39003	0.046	-0.141	0.041	0.116	0.094	6	BB
51591	0.074	0.157	0.046	0.631	0.208	8	BBB
51551	-0.014	0.068	0.029	1.209	0.308	10	BBB
79334	0.171	0.134	0.045	0.533	0.148	4	BB
53492	0.349	0.444	0.084	1.048	0.175	12	BBB
43866	-0.01	-0.058	0.03	0.502	0.247	9	BB
53805	0.258	0.457	0.067	2.61	0.46	2	AA
66335	0.263	0.467	0.071	1.507	0.2	12	A
38355	0.16	0.185	0.055	0.785	0.267	12	BBB
57459	0.263	0.335	0.064	0.911	0.147	5	BBB
33453	0.475	0.175	0.086	0.054	0.06	10	B
80089	0.005	0.185	0.031	1.497	0.414	4	BBB
64022	0.203	0.084	0.048	0.367	0.155	2	BB
79233	-0.076	-0.526	0.017	0.084	0.067	10	CCC
84963	0.318	0.558	0.071	3.196	0.429	6	AAA
83166	0.17	0.116	0.061	0.33	0.09	11	BB
54873	0.215	0.259	0.062	1.337	0.309	8	BBB
68912	-0.006	-0.217	0.024	0.299	0.196	1	B
81952	0.187	0.33	0.063	1.289	0.197	6	A
52725	0.235	0.296	0.062	2.241	0.345	3	A
33672	0.057	0.133	0.041	1.537	0.33	6	A
51530	-0.04	0.121	0.028	0.839	0.254	7	BB
45169	0.112	0.267	0.051	0.985	0.181	2	BBB
58119	0.24	0.16	0.064	0.757	0.1	3	BBB
51686	0.025	-0.134	0.041	0.397	0.161	11	BB
58056	0.244	0.247	0.076	0.746	0.135	1	BBB
53660	0.177	0.373	0.06	1.797	0.246	5	A
41507	-0.005	0.125	0.038	0.684	0.164	3	BB
73530	0.115	0.338	0.047	4.018	0.516	6	AAA
54819	-0.01	0.031	0.032	1.097	0.264	7	BBB
50992	0.323	0.344	0.072	1.256	0.214	7	BBB
43102	-0.026	0.087	0.025	1.537	0.303	6	BBB
34036	-0.076	-0.194	0.015	0.526	0.191	3	BB
41996	-0.055	-0.162	0.026	0.355	0.121	12	B
52714	0.285	0.293	0.067	1.267	0.233	12	BBB
54794	0.27	0.309	0.067	1.137	0.189	8	BBB
84907	0.197	0.471	0.067	2.304	0.602	1	A
37593	-0.158	-0.214	-0.013	0.825	0.198	6	BB
74129	0.114	0.17	0.05	0.843	0.2	12	BBB
48216	0.227	0.443	0.057	5.06	0.471	7	AAA
69328	0.268	0.447	0.063	3.072	0.514	3	AAA
41221	0.219	0.495	0.077	4.694	0.461	4	AAA
42292	0.174	0.089	0.064	0.589	0.213	8	BB
46132	-0.092	-0.167	0.012	0.43	0.193	10	CCC
66969	0.449	0.701	0.085	3.243	0.391	12	AAA
68528	-0.045	-0.283	0.026	0.264	0.156	3	B
71111	0.03	0.151	0.038	1.099	0.273	1	BB
65978	0.129	0.197	0.051	0.78	0.175	9	BBB
81966	0.305	0.274	0.074	0.701	0.193	9	BB
45802	0.135	0.363	0.055	2.951	0.448	1	AA
67903	0.028	0.154	0.04	0.658	0.18	8	BB
55645	0.157	0.229	0.058	0.801	0.213	5	BBB
79422	0.049	0.061	0.04	0.525	0.2	3	BB
60591	0.106	0.238	0.048	1.224	0.241	9	BBB
84318	-0.016	-0.006	0.027	1.278	0.414	6	BBB
82803	-0.085	-0.175	0.009	0.896	0.324	2	B
70594	-0.005	0.151	0.032	1.426	0.273	4	BBB
60099	0.048	0.059	0.043	0.56	0.173	6	BB
68995	0.326	0.337	0.078	1.727	0.255	7	A
58806	0.343	0.587	0.073	3.728	0.429	2	AAA
80599	-0.076	-0.366	0.015	0.205	0.09	11	B
38878	0.636	0.736	0.144	3.359	0.419	10	AAA
69867	0.207	0.094	0.052	0.699	0.355	1	BB
53594	0.274	0.468	0.062	2.713	0.621	9	AA
58857	0.123	0.28	0.051	0.922	0.285	12	BBB
55216	0.054	-0.207	0.048	0.148	0.078	8	B
42833	0.051	0.065	0.045	0.445	0.141	12	BB
43724	0.086	0.303	0.049	1.481	0.236	3	A
53173	0.007	0.103	0.036	1.024	0.267	2	BBB
76738	0.513	0.895	0.114	13.236	0.813	12	AAA
42375	0.03	0.348	0.037	3.36	0.411	4	AA
64198	0.048	0.02	0.036	0.173	0.104	1	B
37744	0.324	0.256	0.075	0.788	0.135	5	BBB
36677	-0.023	0.038	0.023	0.813	0.247	10	BB
76970	0.169	0.274	0.07	0.536	0.131	4	BB
70596	-0.026	-0.116	0.021	0.467	0.142	3	BB
37283	0.011	0.156	0.037	1.341	0.338	6	BBB
80814	0.163	0.25	0.057	1.587	0.275	4	A
41207	0.066	0.197	0.043	1.742	0.317	7	A
38766	0.06	0.289	0.051	1.79	0.259	10	A
51696	-0.022	-0.143	0.034	0.217	0.089	6	BB
53016	0.049	0.289	0.044	0.853	0.393	4	BBB
40411	0.258	0.443	0.062	2.533	0.314	1	AA
50457	0.168	0.141	0.062	0.41	0.16	10	BB
60006	0.462	0.598	0.088	4.54	0.577	5	AAA
45484	0.536	0.793	0.124	4.667	0.354	1	AAA
69283	0.349	0.548	0.082	2.633	0.408	4	AA
63803	0.124	0.207	0.051	1.187	0.225	12	BBB
79839	0.088	0.019	0.024	0.497	0.182	4	B
45807	0.215	0.317	0.059	2.101	0.361	1	A
51878	0.307	0.743	0.088	6.622	0.286	4	AAA
59535	0.363	0.53	0.083	2.441	0.279	4	AA
47423	-0.285	-1.803	-0.011	0.03	0.042	1	CCC
65049	0.306	0.473	0.071	2.16	0.396	4	A
73709	0.188	0.336	0.061	2.416	0.361	8	AA
48812	-0.006	-0.144	0.048	0.104	0.088	5	B
79861	0.065	0.23	0.042	2.205	0.285	4	A
39850	-0.026	-0.326	0.026	0.153	0.117	12	CCC
61053	0.451	0.561	0.09	2.983	0.379	4	AAA
61908	0.002	0.043	0.035	0.62	0.159	11	BBB
56147	0.088	0.103	0.038	0.798	0.233	9	BB
64431	0.373	0.329	0.095	0.595	0.176	6	BBB
41952	0.039	0.056	0.042	0.679	0.138	8	BB
45060	0.584	0.725	0.122	5.776	0.574	11	AAA
51540	0.4	0.26	0.077	0.638	0.104	1	BBB
77957	0.305	0.221	0.06	0.723	0.162	12	BB
70143	0.09	0.206	0.045	1.204	0.302	2	BBB
81110	0.174	0.266	0.054	1.665	0.501	7	A
83935	0.258	0.611	0.072	5.672	0.789	10	AAA
58383	0.236	0.479	0.068	3.241	0.294	3	AAA
41750	0.061	0.134	0.046	0.66	0.203	1	BB
50486	-0.013	0.03	0.03	0.609	0.184	10	BB
76387	-0.045	0.147	0.021	3.371	0.575	6	AA
36356	0.141	0.298	0.051	1.775	0.404	3	A
68476	0.229	0.188	0.058	0.429	0.114	5	B
67886	0.31	0.462	0.068	2.454	0.365	10	AA
42111	0.097	0.314	0.052	2.52	0.383	5	AA
44653	0.157	0.357	0.048	2.767	0.324	5	AA
66826	0.113	0.146	0.046	0.408	0.118	1	BB
54945	0.26	0.515	0.065	3.394	0.515	1	AAA
81530	0.068	0.122	0.048	0.893	0.203	11	BBB
40474	0.19	0.224	0.057	1.162	0.247	11	BBB
39212	-0.061	-0.321	0.018	0.163	0.083	5	CCC
75080	0.078	0.157	0.041	1.402	0.335	1	BBB
36116	-0.035	0.031	0.015	1.137	0.247	7	BB
44466	0.284	0.451	0.077	1.69	0.233	7	A
70834	0.351	0.238	0.07	1.023	0.237	1	BBB
74324	0.013	0.226	0.038	1.16	0.459	6	A
83241	0.132	0.075	0.056	0.287	0.1	3	BB
83313	0.333	0.377	0.075	1.159	0.226	12	BBB
46405	-0.045	-0.212	0.016	0.367	0.192	1	B
59289	0.101	0.128	0.048	0.589	0.171	7	BB
57118	0.18	0.197	0.058	0.896	0.233	3	BBB
38558	0.092	0.228	0.045	1.895	0.248	7	A
50041	-0.003	-0.611	0.028	0.048	0.045	3	B
79442	0.331	0.531	0.077	7.116	0.522	12	AAA
48618	0.222	0.236	0.059	0.8	0.223	5	BBB
66332	0.06	0.157	0.047	0.831	0.177	7	BBB
66988	0.065	0.197	0.046	1.105	0.28	2	BB
84956	-0.04	-0.11	0.028	0.271	0.087	2	B
73950	0.366	0.523	0.079	2.236	0.347	9	AA
73641	0.288	0.343	0.06	0.952	0.179	8	BB
42511	0.149	0.152	0.063	0.708	0.218	5	BBB
54502	0.138	0.261	0.05	1.172	0.173	5	BBB
73016	0.128	0.189	0.054	0.822	0.145	1	BBB
47084	0.283	0.312	0.068	0.793	0.225	4	BBB
81783	0.013	-0.059	0.032	0.406	0.181	6	BBB
82796	0.527	0.755	0.106	5.769	0.699	12	AAA
32966	0.264	0.373	0.068	1.825	0.371	9	A
69842	0.13	0.174	0.049	0.645	0.197	1	BB
80512	-0.014	-0.089	0.039	0.271	0.104	7	BB
74668	0.201	0.354	0.062	1.27	0.425	1	BBB
47110	0.06	0.116	0.047	0.826	0.206	1	BB
49278	0.191	0.43	0.063	3.351	0.531	3	AAA
81750	-0.072	-0.395	0.02	0.139	0.089	6	B
65097	0.061	0.177	0.041	1.493	0.367	9	BBB
35695	0.159	0.527	0.053	4.486	0.553	12	AAA
57678	0.303	0.354	0.076	1.809	0.218	8	A
84438	0.126	0.244	0.041	2.108	0.306	7	A
56153	0.205	0.293	0.06	2.693	0.35	6	AA
64592	-0.06	0.094	0.016	0.757	0.263	11	BB
70178	0.031	-0.039	0.034	0.463	0.116	1	B
40393	0.224	0.196	0.069	0.719	0.14	12	BB
62409	0.329	0.365	0.083	0.907	0.172	2	A
44218	0.057	0.092	0.036	0.972	0.262	10	BB
54097	0.105	0.108	0.058	0.319	0.118	11	BB
85011	-0.132	-0.528	-0.017	0.255	0.093	1	CCC
35646	0.021	0	0.044	0.674	0.228	9	BB
82567	0.258	0.529	0.072	4.456	0.569	11	AAA
39847	0.048	0.104	0.04	0.63	0.2	10	BB
52792	0.112	0.206	0.049	0.819	0.289	5	BB
77054	0.415	0.545	0.079	3.113	0.361	6	AAA
73821	-0.02	-0.17	0.029	0.403	0.136	12	B
76213	-0.005	-0.161	0.031	0.257	0.118	1	B
39618	0.083	0.108	0.047	0.715	0.224	10	BB
47419	-0.08	-0.178	0.019	0.225	0.122	10	CCC
51493	0.24	0.367	0.077	2.809	0.236	11	AA
67462	0.079	0.158	0.039	1.04	0.23	11	BB
56768	0.126	0.2	0.06	0.524	0.149	6	BB
59832	0.32	0.543	0.081	2.649	0.408	5	AA
64344	0.023	0.188	0.043	0.956	0.229	8	BBB
44210	0.253	0.303	0.066	1.187	0.369	6	BBB
45833	0.115	0.286	0.053	4.134	0.537	12	AAA
68094	0.08	0.121	0.046	0.704	0.147	1	BB
79226	0.28	0.425	0.075	2.458	0.299	1	AA
76784	0.103	0.184	0.056	0.862	0.215	4	BBB
53604	0.359	0.456	0.092	1.971	0.208	5	A
59084	0.017	0.244	0.041	3.896	0.396	2	AAA
38469	0.306	0.393	0.071	1.031	0.229	2	BBB
48756	0.294	0.463	0.073	1.438	0.219	11	A
69219	0.072	0.179	0.046	1.899	0.559	7	A
78576	0.366	0.603	0.079	2.766	0.406	9	AA
66051	0.215	0.2	0.059	0.73	0.169	5	BBB
72570	0.266	0.246	0.067	0.736	0.169	10	BB
44516	0.194	0.459	0.058	3.687	0.403	3	AAA
57138	0.37	0.413	0.084	1.17	0.186	1	BBB
61065	0.705	1.088	0.168	6.918	0.844	6	AAA
56508	0.202	0.225	0.062	0.634	0.14	3	BBB
66119	0.071	0.19	0.034	2.691	0.555	2	A
45339	0.586	0.784	0.115	5.337	0.519	1	AAA
43726	0.391	0.554	0.072	1.21	0.213	8	A
58221	-0.08	-0.196	0.018	0.593	0.243	3	BB
80793	0.108	0.343	0.054	3.44	0.562	10	AA
63195	-0.065	-0.262	0.022	0.387	0.129	11	BB
72232	0.079	0.222	0.043	1.897	0.393	8	A
42920	0.056	0.122	0.056	0.625	0.156	2	BB
46463	0.158	0.234	0.052	1.057	0.331	12	BBB
66445	0.276	0.229	0.066	0.454	0.136	8	BB
81129	-0.064	-0.096	0.022	0.363	0.215	6	BB
70307	0.094	0.349	0.046	2.604	0.489	5	AA
36899	0.229	0.298	0.071	1.395	0.309	6	A
61421	0.149	0.284	0.061	1.433	0.308	8	BBB
82039	0.038	0.123	0.042	0.809	0.157	11	BB
82477	0.328	0.48	0.077	2.465	0.407	7	AA
77715	0.284	0.443	0.069	2.233	0.301	3	AA
55286	0.37	0.553	0.083	2.386	0.293	7	AA
67749	0.296	0.375	0.07	2.113	0.365	6	AA
76180	0.216	0.341	0.064	1.239	0.225	11	BBB
57526	0.157	0.329	0.057	1.998	0.281	5	A
54864	-0.043	-0.645	0.023	0.054	0.085	11	B
81024	0.219	0.578	0.069	4.842	0.606	6	AAA
51600	0.186	0.326	0.058	1.5	0.352	7	A
48274	0.14	0.321	0.052	2.417	0.462	5	A
79611	0.327	0.464	0.072	2.879	0.429	5	AAA
40711	-0.04	-0.004	0.026	0.579	0.143	10	BB
50242	0.043	0.082	0.044	0.597	0.23	2	BB
56290	0.006	0.269	0.045	3.182	0.567	10	AA
79908	0.182	0.068	0.069	0.14	0.062	4	BB
80610	0.081	0.179	0.053	1.039	0.253	12	BB
41400	0.315	0.314	0.073	1.217	0.253	10	BBB
84295	0.175	0.255	0.058	0.741	0.181	2	BB
55451	0.233	0.291	0.066	1.24	0.244	8	BBB
76595	0.018	0.074	0.041	0.635	0.247	11	BB
48398	0.405	0.563	0.082	3.261	0.483	11	AAA
47903	0.273	0.336	0.066	1.831	0.35	9	BBB
47638	-0.04	0.062	0.026	1.281	0.342	12	BBB
44088	-0.009	0.003	0.032	0.485	0.278	2	B
42227	0.328	0.449	0.068	2.447	0.281	10	A
35696	-0.064	-0.077	0.008	1.099	0.246	12	BB
73633	0.077	0.223	0.05	1.229	0.267	7	BBB
82852	0.055	0.142	0.033	0.738	0.294	3	BB
84137	0.076	0.219	0.052	1.05	0.159	2	BBB
32542	-0.029	-0.462	0.031	0.186	0.101	11	B
45538	0.054	0.162	0.039	2.251	0.183	4	A
71818	-0.006	0.043	0.036	0.936	0.45	12	BBB
70556	0.047	0.086	0.043	1.08	0.338	1	BBB
38312	-0.093	-0.098	0.008	0.563	0.205	10	B
33519	0.035	0.113	0.039	0.958	0.29	1	BB
52207	-0.044	0.17	0.029	1.931	0.448	3	A
40394	0.067	0.146	0.046	0.783	0.204	10	BB
72120	0.455	0.654	0.096	3.684	0.384	1	AAA
